Country or Area,Subgroup,Year,Source,Unit,Average annual rate of reduction of under-five mortality rate,Average annual rate of reduction of under-five mortality rate Footnotes
Tonga,Total,1970-1990,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.9,1.0
Trinidad and Tobago,Total,2000-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,1.3,1.0
Trinidad and Tobago,Total,1990-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,1.4,1.0
Trinidad and Tobago,Total,1990-2000,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,1.4,1.0
Trinidad and Tobago,Total,1970-1990,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,1.7,1.0
Tunisia,Total,2000-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,5.5,1.0
Tunisia,Total,1990-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,5.5,1.0
Tunisia,Total,1990-2000,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,5.5,1.0
Tunisia,Total,1970-1990,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,6.3,1.0
Turkey,Total,2000-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,7.7,1.0
Turkey,Total,1990-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,7.4,1.0
Turkey,Total,1990-2000,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,7.1,1.0
Turkey,Total,1970-1990,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,5.0,1.0
Turkmenistan,Total,2000-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.8,1.0
Turkmenistan,Total,1990-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.8,1.0
Turkmenistan,Total,1990-2000,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.8,1.0
Tuvalu,Total,2000-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,3.3,1.0
Tuvalu,Total,1990-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,3.1,1.0
Tuvalu,Total,1990-2000,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.9,1.0
Uganda,Total,2000-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,4.1,1.0
Uganda,Total,1990-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,3.3,1.0
Uganda,Total,1990-2000,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.4,1.0
Uganda,Total,1970-1990,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,0.3,1.0
Ukraine,Total,2000-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,5.6,1.0
Ukraine,Total,1990-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,3.1,1.0
Ukraine,Total,1990-2000,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,0.4,1.0
Ukraine,Total,1970-1990,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.8,1.0
United Arab Emirates,Total,2000-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,5.7,1.0
United Arab Emirates,Total,1990-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,5.8,1.0
United Arab Emirates,Total,1990-2000,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,5.9,1.0
United Arab Emirates,Total,1970-1990,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,7.1,1.0
United Kingdom,Total,2000-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.3,1.0
United Kingdom,Total,1990-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.8,1.0
United Kingdom,Total,1990-2000,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,3.3,1.0
United Kingdom,Total,1970-1990,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,4.1,1.0
United Republic of Tanzania,Total,2000-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,5.7,1.0
United Republic of Tanzania,Total,1990-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,4.0,1.0
United Republic of Tanzania,Total,1990-2000,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.2,1.0
United Republic of Tanzania,Total,1970-1990,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,1.4,1.0
United States,Total,2000-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,1.1,1.0
United States,Total,1990-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.0,1.0
United States,Total,1990-2000,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.8,1.0
United States,Total,1970-1990,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,3.6,1.0
Uruguay,Total,2000-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,4.6,1.0
Uruguay,Total,1990-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,3.8,1.0
Uruguay,Total,1990-2000,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,3.0,1.0
Uruguay,Total,1970-1990,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,4.3,1.0
Uzbekistan,Total,2000-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.1,1.0
Uzbekistan,Total,1990-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.1,1.0
Uzbekistan,Total,1990-2000,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.1,1.0
Vanuatu,Total,2000-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,5.0,1.0
Vanuatu,Total,1990-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,5.1,1.0
Vanuatu,Total,1990-2000,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,5.2,1.0
Vanuatu,Total,1970-1990,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,4.9,1.0
Venezuela (Bolivarian Republic of),Total,2000-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,3.6,1.0
Venezuela (Bolivarian Republic of),Total,1990-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,3.4,1.0
Venezuela (Bolivarian Republic of),Total,1990-2000,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,3.3,1.0
Venezuela (Bolivarian Republic of),Total,1970-1990,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,3.4,1.0
Viet Nam,Total,2000-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,4.1,1.0
Viet Nam,Total,1990-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,4.0,1.0
Viet Nam,Total,1990-2000,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,3.9,1.0
Western and Central Africa,Total,2000-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.6,2.0
Western and Central Africa,Total,1990-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,1.9,2.0
Western and Central Africa,Total,1990-2000,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,1.2,2.0
Western and Central Africa,Total,1970-1990,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,1.4,2.0
World,Total,2000-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,3.2,2.0
World,Total,1990-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.5,2.0
World,Total,1990-2000,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,1.8,2.0
World,Total,1970-1990,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.4,2.0
Yemen,Total,2000-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.4,1.0
Yemen,Total,1990-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.4,1.0
Yemen,Total,1990-2000,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.4,1.0
Yemen,Total,1970-1990,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,4.2,1.0
Zambia,Total,2000-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,5.6,1.0
Zambia,Total,1990-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,4.0,1.0
Zambia,Total,1990-2000,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.3,1.0
Zambia,Total,1970-1990,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,-0.4,1.0
Zimbabwe,Total,2000-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,4.1,1.0
Zimbabwe,Total,1990-2011,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,0.8,1.0
Zimbabwe,Total,1990-2000,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,-2.9,1.0
Zimbabwe,Total,1970-1990,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Percent,2.0,1.0
fnSeqID,Footnote,,,,,
1,A negative value indicates an increase in the under-five mortality rate.,,,,,
2,"A negative value indicates an increase in the under-five mortality rate. For a complete list of countries and territories in the regions, subregions and country categories, see page XX.",,,,,
3,"A negative value indicates an increase in the under-five mortality rate. Due to the cession in July 2011 of the Republic of South Sudan by the Republic of the Sudan, and its subsequent admission to the UN on 14 July 2011, disaggregated data for Sudan and South Sudan as separate States are not yet available for all indicators. In these cases, aggregated data are presented for Sudan pre-cession (see Memorandum item).",,,,,
