Country or Area,Subgroup,Year,Source,Unit,Birth registration,Birth registration Footnotes
Togo,Urban,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,93.0,1.0
Togo,Total,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,78.0,1.0
Togo,Ratio of urban to rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,1.3,1.0
Togo,Poorest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,59.0,1.0
Togo,Ratio of richest to poorest,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,1.7,1.0
Togo,Richest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,97.0,1.0
Trinidad and Tobago,Total,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,96.0,1.0
Trinidad and Tobago,Poorest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,94.0,1.0
Trinidad and Tobago,Ratio of richest to poorest,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,1.0,1.0
Trinidad and Tobago,Richest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,98.0,1.0
Turkey,Rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,92.0,1.0
Turkey,Urban,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,95.0,1.0
Turkey,Total,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,94.0,1.0
Turkey,Ratio of urban to rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,1.0,1.0
Turkey,Poorest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,89.0,1.0
Turkey,Ratio of richest to poorest,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,1.1,1.0
Turkey,Richest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,99.0,1.0
Turkmenistan,Rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,95.0,1.0
Turkmenistan,Urban,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,96.0,1.0
Turkmenistan,Total,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,96.0,1.0
Turkmenistan,Ratio of urban to rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,1.0,1.0
Turkmenistan,Poorest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,94.0,1.0
Turkmenistan,Ratio of richest to poorest,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,1.0,1.0
Turkmenistan,Richest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,97.0,1.0
Tuvalu,Rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,38.0,1.0
Tuvalu,Urban,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,60.0,1.0
Tuvalu,Total,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,50.0,1.0
Tuvalu,Ratio of urban to rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,1.6,1.0
Tuvalu,Poorest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,39.0,1.0
Tuvalu,Ratio of richest to poorest,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,1.8,1.0
Tuvalu,Richest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,71.0,1.0
Uganda,Rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,29.0,1.0
Uganda,Urban,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,38.0,1.0
Uganda,Total,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,30.0,1.0
Uganda,Ratio of urban to rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,1.3,1.0
Uganda,Poorest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,27.0,1.0
Uganda,Ratio of richest to poorest,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,1.6,1.0
Uganda,Richest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,44.0,1.0
Ukraine,Rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,100.0,1.0
Ukraine,Urban,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,100.0,1.0
Ukraine,Total,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,100.0,1.0
Ukraine,Ratio of urban to rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,1.0,1.0
Ukraine,Poorest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,100.0,1.0
Ukraine,Ratio of richest to poorest,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,1.0,1.0
Ukraine,Richest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,100.0,1.0
United Republic of Tanzania,Rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,10.0,1.0
United Republic of Tanzania,Urban,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,44.0,1.0
United Republic of Tanzania,Total,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,16.0,1.0
United Republic of Tanzania,Ratio of urban to rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,4.6,1.0
United Republic of Tanzania,Poorest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,4.0,1.0
United Republic of Tanzania,Ratio of richest to poorest,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,12.7,1.0
United Republic of Tanzania,Richest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,56.0,1.0
Uzbekistan,Rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,100.0,1.0
Uzbekistan,Urban,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,100.0,1.0
Uzbekistan,Total,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,100.0,1.0
Uzbekistan,Ratio of urban to rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,1.0,1.0
Uzbekistan,Poorest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,100.0,1.0
Uzbekistan,Ratio of richest to poorest,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,1.0,1.0
Uzbekistan,Richest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,100.0,1.0
Vanuatu,Rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,23.0,1.0
Vanuatu,Urban,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,39.0,1.0
Vanuatu,Total,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,26.0,1.0
Vanuatu,Ratio of urban to rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,1.7,1.0
Vanuatu,Poorest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,13.0,1.0
Vanuatu,Ratio of richest to poorest,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,3.1,1.0
Vanuatu,Richest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,41.0,1.0
Venezuela (Bolivarian Republic of),Total,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,92.0,3.0
Venezuela (Bolivarian Republic of),Poorest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,87.0,4.0
Venezuela (Bolivarian Republic of),Ratio of richest to poorest,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,1.1,5.0
Venezuela (Bolivarian Republic of),Richest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,95.0,6.0
Viet Nam,Rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,94.0,1.0
Viet Nam,Urban,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,97.0,1.0
Viet Nam,Total,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,95.0,1.0
Viet Nam,Ratio of urban to rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,1.0,1.0
Viet Nam,Poorest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,87.0,1.0
Viet Nam,Ratio of richest to poorest,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,1.1,1.0
Viet Nam,Richest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,98.0,1.0
Western and Central Africa,Rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,36.0,11.0
Western and Central Africa,Urban,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,57.0,11.0
Western and Central Africa,Total,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,42.0,12.0
Western and Central Africa,Ratio of urban to rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,1.6,11.0
Western and Central Africa,Poorest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,26.0,11.0
Western and Central Africa,Ratio of richest to poorest,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,2.5,11.0
Western and Central Africa,Richest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,65.0,11.0
World,Rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,41.0,13.0
World,Urban,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,65.0,13.0
World,Total,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,51.0,14.0
World,Ratio of urban to rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,1.6,13.0
World,Poorest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,32.0,11.0
World,Ratio of richest to poorest,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,2.1,16.0
World,Richest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,68.0,15.0
Yemen,Rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,16.0,1.0
Yemen,Urban,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,38.0,1.0
Yemen,Total,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,22.0,1.0
Yemen,Ratio of urban to rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,2.3,1.0
Yemen,Poorest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,5.0,1.0
Yemen,Ratio of richest to poorest,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,9.3,1.0
Yemen,Richest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,50.0,1.0
Zambia,Rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,9.0,1.0
Zambia,Urban,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,28.0,1.0
Zambia,Total,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,14.0,1.0
Zambia,Ratio of urban to rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,3.2,1.0
Zambia,Poorest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,5.0,1.0
Zambia,Ratio of richest to poorest,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,5.8,1.0
Zambia,Richest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,31.0,1.0
Zimbabwe,Rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,43.0,1.0
Zimbabwe,Urban,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,65.0,1.0
Zimbabwe,Total,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,49.0,1.0
Zimbabwe,Ratio of urban to rural,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,1.5,1.0
Zimbabwe,Poorest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,35.0,1.0
Zimbabwe,Ratio of richest to poorest,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Ratio,2.1,1.0
Zimbabwe,Richest 20%,2005-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems",Percent,75.0,1.0
fnSeqID,Footnote,,,,,
1,Data refer to the most recent year available during the period specified in the column heading. ,,,,,
2,"Data refer to the most recent year available during the period specified in the column heading. Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages, with the exception of 2005-2006 data from India. Estimates from data years prior to 2000 are not displayed.",,,,,
3,Data refer to the most recent year available during the period specified in the column heading. Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages.,,,,,
4,"Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages, with the exception of 2005-2006 data from India. Estimates from data years prior to 2000 are not displayed. Data refer to the most recent year available during the period specified in the column heading.",,,,,
5,"Data refer to the most recent year available during the period specified in the column heading.Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages, with the exception of 2005-2006 data from India. Estimates from data years prior to 2000 are not displayed.",,,,,
6,"Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages, with the exception of 2005-2006 data from India. Estimates from data years prior to 2000 are not displayed.Data refer to the most recent year available during the period specified in the column heading.",,,,,
7,"Data refer to the most recent year available during the period specified in the column heading. Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.",,,,,
8,"Data refer to the most recent year available during the period specified in the column heading. Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.",,,,,
9,"Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.Data refer to the most recent year available during the period specified in the column heading.",,,,,
10,"Data refer to the most recent year available during the period specified in the column heading.Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.",,,,,
11,"Data refer to the most recent year available during the period specified in the column heading. For a complete list of countries and territories in the regions and subregions, see page XX.",,,,,
12,"Data refer to the most recent year available during the period specified in the column heading. For a complete list of countries and territories in the regions, subregions and country categories, see page XX.",,,,,
13,"Data refer to the most recent year available during the period specified in the column heading. Excludes China. For a complete list of countries and territories in the regions and subregions, see page XX.",,,,,
14,"Data refer to the most recent year available during the period specified in the column heading. Excludes China. For a complete list of countries and territories in the regions, subregions and country categories, see page XX.",,,,,
15,"Excludes China.Data refer to the most recent year available during the period specified in the column heading. For a complete list of countries and territories in the regions and subregions, see page XX.",,,,,
16,"Data refer to the most recent year available during the period specified in the column heading.Excludes China. For a complete list of countries and territories in the regions and subregions, see page XX.",,,,,
17,"Data refer to the most recent year available during the period specified in the column heading. Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages, with the exception of 2005-2006 data from India. Estimates from data years prior to 2000 are not displayed. Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.",,,,,
18,"Data refer to the most recent year available during the period specified in the column heading. Due to the cession in July 2011 of the Republic of South Sudan by the Republic of the Sudan, and its subsequent admission to the UN on 14 July 2011, disaggregated data for Sudan and South Sudan as separate States are not yet available for all indicators. In these cases, aggregated data are presented for Sudan pre-cession (see Memorandum item).",,,,,
19,"Due to the cession in July 2011 of the Republic of South Sudan by the Republic of the Sudan, and its subsequent admission to the UN on 14 July 2011, disaggregated data for Sudan and South Sudan as separate States are not yet available for all indicators. In these cases, aggregated data are presented for Sudan pre-cession (see Memorandum item).Data refer to the most recent year available during the period specified in the column heading.",,,,,
20,"Data refer to the most recent year available during the period specified in the column heading.Due to the cession in July 2011 of the Republic of South Sudan by the Republic of the Sudan, and its subsequent admission to the UN on 14 July 2011, disaggregated data for Sudan and South Sudan as separate States are not yet available for all indicators. In these cases, aggregated data are presented for Sudan pre-cession (see Memorandum item).",,,,,
