Country or Area,Subgroup,Year,Source,Unit,Prevalence of underweight (moderate and severe) - WHO,Prevalence of underweight (moderate and severe) - WHO Footnotes
Swaziland,Rural,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,6.0,3.0
Swaziland,Urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,4.0,3.0
Swaziland,Poorest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,8.0,3.0
Swaziland,Richest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,4.0,3.0
Swaziland,Ratio of poorest to richest,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,2.3,3.0
Swaziland,Ratio of rural to urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,1.5,3.0
Syrian Arab Republic,Total <5 yr,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,10.0,2.0
Syrian Arab Republic,Rural,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,9.0,4.0
Syrian Arab Republic,Urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,9.0,4.0
Syrian Arab Republic,Poorest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,10.0,4.0
Syrian Arab Republic,Richest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,7.0,4.0
Syrian Arab Republic,Ratio of poorest to richest,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,1.5,4.0
Syrian Arab Republic,Ratio of rural to urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,1.0,4.0
Tajikistan,Total <5 yr,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,15.0,2.0
Tajikistan,Rural,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,16.0,3.0
Tajikistan,Urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,12.0,3.0
Tajikistan,Poorest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,17.0,3.0
Tajikistan,Richest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,13.0,3.0
Tajikistan,Ratio of poorest to richest,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,1.3,3.0
Tajikistan,Ratio of rural to urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,1.3,3.0
Thailand,Total <5 yr,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,7.0,1.0
Thailand,Rural,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,8.0,4.0
Thailand,Urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,5.0,4.0
Thailand,Poorest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,11.0,4.0
Thailand,Richest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,3.0,4.0
Thailand,Ratio of poorest to richest,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,3.3,4.0
Thailand,Ratio of rural to urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,1.7,4.0
The former Yugoslav Republic of Macedonia,Total <5 yr,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,1.0,2.0
The former Yugoslav Republic of Macedonia,Rural,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,2.0,3.0
The former Yugoslav Republic of Macedonia,Urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,1.0,3.0
The former Yugoslav Republic of Macedonia,Poorest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,2.0,3.0
The former Yugoslav Republic of Macedonia,Richest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,0.0,3.0
The former Yugoslav Republic of Macedonia,Ratio of rural to urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,2.3,3.0
Timor-Leste,Total <5 yr,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,45.0,2.0
Timor-Leste,Rural,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,47.0,3.0
Timor-Leste,Urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,35.0,3.0
Timor-Leste,Poorest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,49.0,3.0
Timor-Leste,Richest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,35.0,3.0
Timor-Leste,Ratio of poorest to richest,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,1.4,3.0
Timor-Leste,Ratio of rural to urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,1.4,3.0
Togo,Total <5 yr,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,17.0,2.0
Togo,Rural,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,20.0,3.0
Togo,Urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,10.0,3.0
Togo,Poorest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,21.0,3.0
Togo,Richest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,9.0,3.0
Togo,Ratio of poorest to richest,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,2.5,3.0
Togo,Ratio of rural to urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,1.9,3.0
Tunisia,Total <5 yr,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,3.0,1.0
Turkey,Total <5 yr,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,2.0,2.0
Turkey,Rural,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,3.0,3.0
Turkey,Urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,1.0,3.0
Turkey,Poorest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,4.0,3.0
Turkey,Richest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,1.0,3.0
Turkey,Ratio of poorest to richest,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,8.4,3.0
Turkey,Ratio of rural to urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,2.1,3.0
Turkmenistan,Total <5 yr,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,8.0,1.0
Turkmenistan,Rural,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,9.0,4.0
Turkmenistan,Urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,7.0,4.0
Turkmenistan,Poorest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,8.0,4.0
Turkmenistan,Richest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,2.0,4.0
Turkmenistan,Ratio of poorest to richest,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,3.2,4.0
Turkmenistan,Ratio of rural to urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,1.2,4.0
Tuvalu,Total <5 yr,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,2.0,2.0
Tuvalu,Poorest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,1.0,3.0
Tuvalu,Richest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,0.0,3.0
Uganda,Total <5 yr,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,14.0,2.0
Uganda,Rural,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,15.0,3.0
Uganda,Urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,7.0,3.0
Uganda,Ratio of rural to urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,2.3,3.0
United Republic of Tanzania,Total <5 yr,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,16.0,2.0
United Republic of Tanzania,Rural,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,17.0,3.0
United Republic of Tanzania,Urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,11.0,3.0
United Republic of Tanzania,Poorest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,22.0,3.0
United Republic of Tanzania,Richest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,9.0,3.0
United Republic of Tanzania,Ratio of poorest to richest,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,2.3,3.0
United Republic of Tanzania,Ratio of rural to urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,1.5,3.0
United States,Total <5 yr,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,1.0,1.0
Uruguay,Total <5 yr,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,5.0,1.0
Uzbekistan,Total <5 yr,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,4.0,1.0
Uzbekistan,Rural,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,4.0,4.0
Uzbekistan,Urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,4.0,4.0
Uzbekistan,Poorest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,5.0,4.0
Uzbekistan,Richest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,3.0,4.0
Uzbekistan,Ratio of poorest to richest,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,1.5,4.0
Uzbekistan,Ratio of rural to urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,0.9,4.0
Vanuatu,Rural,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,11.0,3.0
Vanuatu,Urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,11.0,3.0
Vanuatu,Poorest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,12.0,3.0
Vanuatu,Richest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,10.0,3.0
Vanuatu,Ratio of poorest to richest,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,1.2,3.0
Vanuatu,Ratio of rural to urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,1.0,3.0
Venezuela (Bolivarian Republic of),Total <5 yr,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,4.0,2.0
Viet Nam,Total <5 yr,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,12.0,2.0
Viet Nam,Rural,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,14.0,3.0
Viet Nam,Urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,6.0,3.0
Viet Nam,Poorest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,21.0,3.0
Viet Nam,Richest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,3.0,3.0
Viet Nam,Ratio of poorest to richest,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,6.6,3.0
Viet Nam,Ratio of rural to urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,2.3,3.0
Western and Central Africa,Total <5 yr,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,23.0,6.0
Western and Central Africa,Rural,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,26.0,9.0
Western and Central Africa,Urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,16.0,9.0
Western and Central Africa,Poorest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,31.0,9.0
Western and Central Africa,Richest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,11.0,9.0
Western and Central Africa,Ratio of poorest to richest,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,2.7,9.0
Western and Central Africa,Ratio of rural to urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,1.7,9.0
World,Total <5 yr,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,16.0,6.0
World,Rural,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,28.0,9.0
World,Urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,15.0,9.0
World,Poorest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,39.0,10.0
World,Richest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,14.0,10.0
World,Ratio of poorest to richest,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,2.7,10.0
World,Ratio of rural to urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,1.9,9.0
Yemen,Total <5 yr,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,43.0,1.0
Zambia,Total <5 yr,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,15.0,2.0
Zambia,Rural,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,15.0,3.0
Zambia,Urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,13.0,3.0
Zambia,Poorest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,16.0,3.0
Zambia,Richest 20%,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,11.0,3.0
Zambia,Ratio of poorest to richest,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,1.5,3.0
Zambia,Ratio of rural to urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,1.2,3.0
Zimbabwe,Total <5 yr,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,10.0,2.0
Zimbabwe,Rural,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,10.0,3.0
Zimbabwe,Urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Percent,8.0,3.0
Zimbabwe,Ratio of rural to urban,2007-2011,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys, World Health Organization (WHO) and UNICEF",Ratio,1.3,3.0
fnSeqID,Footnote,,,,,
1,"Regional averages for underweight (moderate and severe), stunting (moderate and severe), wasting (moderate and severe) and overweight (including obesity) are estimated using statistical modeling of data from the UNICEF and WHO Joint Global Nutrition Database, 2011 revision (completed July 2012).  The severe underweight indicator was not included in this exercise; regional averages for this indicator are based on a population-weighted average calculated by UNICEF. Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages, with the exception of 2005-2006 data from India. Estimates from data years prior to 2000 are not displayed. Data refer to the most recent year available during the period specified in the column heading.",,,,,
2,"Regional averages for underweight (moderate and severe), stunting (moderate and severe), wasting (moderate and severe) and overweight (including obesity) are estimated using statistical modeling of data from the UNICEF and WHO Joint Global Nutrition Database, 2011 revision (completed July 2012).  The severe underweight indicator was not included in this exercise; regional averages for this indicator are based on a population-weighted average calculated by UNICEF. Data refer to the most recent year available during the period specified in the column heading.",,,,,
3,Data refer to the most recent year available during the period specified in the column heading. ,,,,,
4,"Data refer to the most recent year available during the period specified in the column heading. Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages, with the exception of 2005-2006 data from India. Estimates from data years prior to 2000 are not displayed.",,,,,
5,"Regional averages for underweight (moderate and severe), stunting (moderate and severe), wasting (moderate and severe) and overweight (including obesity) are estimated using statistical modeling of data from the UNICEF and WHO Joint Global Nutrition Database, 2011 revision (completed July 2012).  The severe underweight indicator was not included in this exercise; regional averages for this indicator are based on a population-weighted average calculated by UNICEF. Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages. Data refer to the most recent year available during the period specified in the column heading.",,,,,
6,"Regional averages for underweight (moderate and severe), stunting (moderate and severe), wasting (moderate and severe) and overweight (including obesity) are estimated using statistical modeling of data from the UNICEF and WHO Joint Global Nutrition Database, 2011 revision (completed July 2012).  The severe underweight indicator was not included in this exercise; regional averages for this indicator are based on a population-weighted average calculated by UNICEF. Data refer to the most recent year available during the period specified in the column heading. For a complete list of countries and territories in the regions and subregions, see page XX.",,,,,
7,"Data refer to the most recent year available during the period specified in the column heading. Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages, with the exception of 2005-2006 data from India. Estimates from data years prior to 2000 are not displayed. Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.",,,,,
8,"Data refer to the most recent year available during the period specified in the column heading. Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.",,,,,
9,"Data refer to the most recent year available during the period specified in the column heading. For a complete list of countries and territories in the regions and subregions, see page XX.",,,,,
10,"Data refer to the most recent year available during the period specified in the column heading. Excludes China. For a complete list of countries and territories in the regions and subregions, see page XX.",,,,,
